movie_id,count
2001+a+space+odyssey+1968,1962
the+truth+about+cats++dogs+1996,1958
monsters_+inc.+2001,1957
disclosure+1994,1949
american+pie+1999,1934
rain+man+1988,1928
finding+nemo+2003,1920
theres+something+about+mary+1998,1917
beverly+hills+cop+iii+1994,1902
father+of+the+bride+part+ii+1995,1893
dave+1993,1891
the+piano+1993,1876
jerry+maguire+1996,1870
dr.+strangelove+or+how+i+learned+to+stop+worrying+and+love+the+bomb+1964,1866
executive+decision+1996,1834
minority+report+2002,1829
sabrina+1995,1812
in+the+line+of+fire+1993,1806
philadelphia+1993,1799
a+clockwork+orange+1971,1793
the+client+1994,1780
dragonheart+1996,1741
whats+eating+gilbert+grape+1993,1741
inception+2010,1733
a+beautiful+mind+2001,1691
congo+1995,1689
apocalypse+now+1979,1684
oceans+eleven+2001,1684
demolition+man+1993,1664
as+good+as+it+gets+1997,1664
the+river+wild+1994,1663
the+wizard+of+oz+1939,1654
the+shining+1980,1653
a+time+to+kill+1996,1646
armageddon+1998,1641
snow+white+and+the+seven+dwarfs+1937,1637
austin+powers+international+man+of+mystery+1997,1636
ferris+buellers+day+off+1986,1626
the+cable+guy+1996,1625
when+harry+met+sally...+1989,1620
life+is+beautiful+1997,1613
the+hunt+for+red+october+1990,1609
kill+bill+vol.+1+2003,1602
the+green+mile+1999,1602
the+blair+witch+project+1999,1600
a+bugs+life+1998,1598
phenomenon+1996,1588
ransom+1996,1588
ed+wood+1994,1584
city+slickers+ii+the+legend+of+curlys+gold+1994,1577
amadeus+1984,1566
the+nightmare+before+christmas+1993,1559
the+postman+1994,1555
life+of+brian+1979,1549
almost+famous+2000,1545
spider-man+2002,1544
coneheads+1993,1539
casino+1995,1538
the+truman+show+1998,1538
office+space+1999,1534
tombstone+1993,1526
rumble+in+the+bronx+1995,1525
who+framed+roger+rabbit+1988,1508
the+breakfast+club+1985,1502
french+kiss+1995,1499
the+incredibles+2004,1497
the+naked+gun+33+the+final+insult+1994,1486
contact+1997,1483
the+english+patient+1996,1476
casper+1995,1475
nell+1994,1466
pocahontas+1995,1464
citizen+kane+1941,1462
judge+dredd+1995,1452
rear+window+1954,1447
the+bourne+identity+2002,1446
stand+by+me+1986,1444
full+metal+jacket+1987,1441
back+to+the+future+part+iii+1990,1441
much+ado+about+nothing+1993,1435
primal+fear+1996,1420
maverick+1994,1416
batman+begins+2005,1413
the+specialist+1994,1409
nine+months+1995,1400
airplane+1980,1390
liar+liar+1997,1387
dead+poets+society+1989,1382
like+water+for+chocolate+1992,1381
jaws+1975,1381
psycho+1960,1377
the+big+lebowski+1998,1368
donnie+darko+2001,1366
rob+roy+1995,1360
gattaca+1997,1359
striptease+1996,1358
das+boot+1981,1344
edward+scissorhands+1990,1342
the+blues+brothers+1980,1337
annie+hall+1977,1335
the+wrong+trousers+1993,1334
o+brother_+where+art+thou+2000,1323
traffic+2000,1323
cast+away+2000,1322
top+gun+1986,1317
chinatown+1974,1317
pinocchio+1940,1312
beetlejuice+1988,1306
true+romance+1993,1304
the+three+musketeers+1993,1292
james+and+the+giant+peach+1996,1286
south+park+bigger_+longer++uncut+1999,1281
big+1988,1280
gone+with+the+wind+1939,1280
little+women+1994,1278
species+1995,1278
a+fish+called+wanda+1988,1277
kill+bill+vol.+2+2004,1275
the+graduate+1967,1274
total+recall+1990,1273
butch+cassidy+and+the+sundance+kid+1969,1273
desperado+1995,1270
indiana+jones+and+the+temple+of+doom+1984,1269
eyes+wide+shut+1999,1269
johnny+mnemonic+1995,1266
robin+hood+men+in+tights+1993,1266
first+knight+1995,1266
muriels+wedding+1994,1264
run+lola+run+1998,1258
city+of+god+2002,1258
mission+impossible+ii+2000,1257
north+by+northwest+1959,1257
charlies+angels+2000,1250
back+to+the+future+part+ii+1989,1240
scream+1996,1232
the+hunchback+of+notre+dame+1996,1230
the+crow+1994,1228
mighty+aphrodite+1995,1220
chicken+run+2000,1219
erin+brockovich+2000,1218
miracle+on+34th+street+1994,1217
snatch+2000,1215
tin+cup+1996,1215
star+trek+ii+the+wrath+of+khan+1982,1215
spirited+away+2001,1213
arachnophobia+1990,1207
the+bridges+of+madison+county+1995,1199
hot+shots+part+deux+1993,1197
mars+attacks+1996,1177
grease+1978,1165
harry+potter+and+the+philosophers+stone+2001,1163
the+game+1997,1159
this+is+spinal+tap+1984,1154
election+1999,1152
to+kill+a+mockingbird+1962,1150
the+abyss+1989,1150
the+departed+2006,1148
honey_+i+shrunk+the+kids+1989,1144
i.q.+1994,1140
vertigo+1958,1138
sling+blade+1996,1129
catch+me+if+you+can+2002,1129
enemy+of+the+state+1998,1126
last+action+hero+1993,1126
10+things+i+hate+about+you+1999,1124
my+cousin+vinny+1992,1118
chasing+amy+1997,1115
kingpin+1996,1115
star+trek+iv+the+voyage+home+1986,1115
the+sting+1973,1112
rushmore+1998,1109
the+remains+of+the+day+1993,1108
faceoff+1997,1104
the+maltese+falcon+1941,1102
hoop+dreams+1994,1102
the+matrix+reloaded+2003,1102
so+i+married+an+axe+murderer+1993,1092
dogma+1999,1088
12+angry+men+1957,1087
young+frankenstein+1974,1082
a+few+good+men+1992,1081
tommy+boy+1995,1080
a+close+shave+1995,1074
high+fidelity+2000,1073
the+mummy+1999,1071
meet+the+parents+2000,1070
bad+boys+1995,1069
dangerous+minds+1995,1062
v+for+vendetta+2006,1057
the+mask+of+zorro+1998,1057
the+adventures+of+priscilla_+queen+of+the+desert+1994,1057
requiem+for+a+dream+2000,1055
superman+1978,1055
junior+1994,1054
lock_+stock+and+two+smoking+barrels+1998,1051
lethal+weapon+1987,1049
walle+2008,1048
multiplicity+1996,1047
fatal+attraction+1987,1045
the+thomas+crown+affair+1999,1040
mortal+kombat+1995,1036
grosse+pointe+blank+1997,1035
the+craft+1996,1032
star+wars+episode+ii+-+attack+of+the+clones+2002,1032
lawrence+of+arabia+1962,1029
sin+city+2005,1027
x2+2003,1015
the+little+mermaid+1989,1012
the+full+monty+1997,1012
glory+1989,1009
the+talented+mr.+ripley+1999,1004
the+brady+bunch+movie+1995,999
the+x+files+1998,996
its+a+wonderful+life+1946,993
the+patriot+2000,993
spider-man+2+2004,992
iron+man+2008,990
down+periscope+1996,986
galaxy+quest+1999,982
the+sound+of+music+1965,982
boogie+nights+1997,979
the+untouchables+1987,978
lost+in+translation+2003,977
a+christmas+story+1983,976
the+rocky+horror+picture+show+1975,974
army+of+darkness+1992,974
the+crying+game+1992,969
the+good_+the+bad+and+the+ugly+1966,967
mary+poppins+1964,964
raising+arizona+1987,958
platoon+1986,958
space+jam+1996,955
lethal+weapon+2+1989,951
seven+samurai+1954,948
the+bridge+on+the+river+kwai+1957,946
101+dalmatians+1996,943
harry+potter+and+the+chamber+of+secrets+2002,941
romancing+the+stone+1984,939
brazil+1985,938
sleepers+1996,928
starship+troopers+1997,928
searching+for+bobby+fischer+1993,927
close+encounters+of+the+third+kind+1977,922
air+force+one+1997,919
the+flintstones+1994,917
alien+1992,917
pleasantville+1998,917
star+trek+vi+the+undiscovered+country+1991,916
tomorrow+never+dies+1997,914
sneakers+1992,914
some+like+it+hot+1959,907
nixon+1995,905
the+hudsucker+proxy+1994,902
the+wedding+singer+1998,900
bowfinger+1999,899
splash+1984,899
the+exorcist+1973,899
unforgiven+1992,898
cool+hand+luke+1967,896
the+lost+world+jurassic+park+1997,896
the+juror+1996,894
sgt.+bilko+1996,893
shrek+2+2004,890
under+siege+2+dark+territory+1995,886
pans+labyrinth+2006,884
from+dusk+till+dawn+1996,882
thelma++louise+1991,881
in+the+name+of+the+father+1993,879
copycat+1995,879
fantasia+1940,879
little+miss+sunshine+2006,878
die+hard+2+1990,867
romeo++juliet+1996,867
the+jungle+book+1994,867
deep+impact+1998,862
singin+in+the+rain+1952,861
harry+potter+and+the+prisoner+of+azkaban+2004,858
m*a*s*h+1970,855
the+last+of+the+mohicans+1992,854
emma+1996,853
courage+under+fire+1996,852
the+prestige+2006,848
predator+1987,848
witness+1985,847
the+bourne+supremacy+2004,846
notting+hill+1999,845
my+fair+lady+1964,843
up+2009,843
three+kings+1999,842
spy+hard+1996,841
muppet+treasure+island+1996,841
rocky+1976,840
the+madness+of+king+george+1994,840
star+trek+iii+the+search+for+spock+1984,839
conspiracy+theory+1997,837
28+days+later+2002,830
avatar+2009,830
the+bourne+ultimatum+2007,829
the+first+wives+club+1996,826
beavis+and+butt-head+do+america+1996,823
the+godfather+part+iii+1990,822
up+close++personal+1996,819
escape+from+l.a.+1996,818
casino+royale+2006,817
the+african+queen+1951,814
wag+the+dog+1997,814
con+air+1997,813
the+secret+garden+1993,813
heathers+1988,813
planet+of+the+apes+1968,807
the+aristocats+1970,804
bridget+joness+diary+2001,803
juno+2007,799
cinema+paradiso+1988,797
that+thing+you+do+1996,797
best+in+show+2000,793
the+great+escape+1963,792
sleepy+hollow+1999,791
carlitos+way+1993,788
field+of+dreams+1989,787
the+perfect+storm+2000,785
the+city+of+lost+children+1995,784
magnolia+1999,783
cocoon+1985,780
don+juan+demarco+1994,780
inglourious+basterds+2009,775
300+2006,773
three+colors+red+1994,772
robocop+1987,768
the+birds+1963,766
mary+shelleys+frankenstein+1994,763
youve+got+mail+1998,760
my+best+friends+wedding+1997,760
the+long+kiss+goodnight+1996,760
animal+house+1978,760
alien+resurrection+1997,759
crocodile+dundee+1986,758
dirty+dancing+1987,758
runaway+bride+1999,758
bonnie+and+clyde+1967,756
breakfast+at+tiffanys+1961,755
bullets+over+broadway+1994,749
big+fish+2003,746
the+englishman+who+went+up+a+hill+but+came+down+a+mountain+1995,744
ronin+1998,742
to+die+for+1995,742
basic+instinct+1992,738
powder+1995,738
shine+1996,737
the+matrix+revolutions+2003,735
the+pianist+2002,734
wild+wild+west+1999,730
unbreakable+2000,728
entrapment+1999,726
dark+city+1998,725
highlander+1986,725
star+trek+the+motion+picture+1979,725
a+league+of+their+own+1992,724
donnie+brasco+1997,724
gandhi+1982,724
free+willy+1993,722
shaun+of+the+dead+2004,721
double+jeopardy+1999,721
lady+and+the+tramp+1955,718
the+devils+advocate+1997,718
heavy+metal+1981,717
the+people+vs.+larry+flynt+1996,715
the+fly+1986,714
the+royal+tenenbaums+2001,714
goldfinger+1964,711
elizabeth+1998,709
say+anything...+1989,705
billy+madison+1995,705
jackie+brown+1997,704
tron+1982,704
princess+mononoke+1997,699
slumdog+millionaire+2008,698
no+country+for+old+men+2007,696
the+doors+1991,695
big+daddy+1999,690
star+wars+episode+iii+-+revenge+of+the+sith+2005,690
frequency+2000,686
antz+1998,684
fried+green+tomatoes+1991,684
dracula+1992,684
the+manchurian+candidate+1962,684
rudy+1993,682
three+colors+blue+1993,682
strange+days+1995,682
swingers+1996,681
waynes+world+1992,680
harry+potter+and+the+goblet+of+fire+2005,678
reality+bites+1994,676
showgirls+1995,675
mystery+men+1999,674
the+13th+warrior+1999,672
hackers+1995,672
cruel+intentions+1999,672
romy+and+micheles+high+school+reunion+1997,671
the+saint+1997,671
the+deer+hunter+1978,670
the+40+year+old+virgin+2005,667
moonstruck+1987,666
the+neverending+story+1984,663
bowling+for+columbine+2002,662
batman+returns+1992,662
never+been+kissed+1999,658
the+indian+in+the+cupboard+1995,657
arlington+road+1999,655
dolores+claiborne+1995,653
time+bandits+1981,652
strictly+ballroom+1992,649
ben-hur+1959,648
blade+1998,648
cinderella+1950,645
the+thin+red+line+1998,645
the+gods+must+be+crazy+1980,645
forget+paris+1995,644
good+morning_+vietnam+1987,642
chocolat+2000,639
shallow+grave+1994,639
the+goonies+1985,639
beverly+hills+cop+1984,638
the+cell+2000,638
lethal+weapon+4+1998,637
500+days+of+summer+2009,637
ice+age+2002,637
hotel+rwanda+2004,636
boys+dont+cry+1999,636
the+french+connection+1971,635
tank+girl+1995,634
lone+star+1996,632
deep+blue+sea+1999,632
gone+in+sixty+seconds+2000,630
mystery+science+theater+3000+the+movie+1996,630
a+grand+day+out+1990,630
west+side+story+1961,625
manhattan+1979,625
moulin+rouge+2001,625
the+hangover+2009,625
blazing+saddles+1974,623
little+shop+of+horrors+1986,623
my+big+fat+greek+wedding+2002,621
star+trek+insurrection+1998,618
the+insider+1999,618
october+sky+1999,618
spaceballs+1987,616
garden+state+2004,615
raging+bull+1980,612
driving+miss+daisy+1989,611
patriot+games+1992,611
go+1999,611
la+femme+nikita+1990,610
the+iron+giant+1999,610
jack+1996,609
eat+drink+man+woman+1994,609
lethal+weapon+3+1992,607
the+dark+crystal+1982,604
district+9+2009,603
bio-dome+1996,603
deliverance+1972,603
about+a+boy+2002,602
dazed+and+confused+1993,601
dumbo+1941,598
ratatouille+2007,596
night+of+the+living+dead+1968,595
dune+1984,594
scarface+1983,594
gremlins+1984,591
backdraft+1991,591
willow+1988,589
cape+fear+1991,589
the+world+is+not+enough+1999,588
sixteen+candles+1984,585
payback+1999,585
harold+and+maude+1971,584
doctor+dolittle+1998,582
patton+1970,579
secrets++lies+1996,578
akira+1988,577
sex_+lies_+and+videotape+1989,575
blue+velvet+1986,575
evita+1996,575
the+philadelphia+story+1940,574
mad+max+2+the+road+warrior+1981,573
heavenly+creatures+1994,572
sudden+death+1995,572
escape+from+new+york+1981,571
pirates+of+the+caribbean+dead+mans+chest+2006,571
risky+business+1983,571
city+hall+1996,569
g.i.+jane+1997,569
analyze+this+1999,568
star+trek+2009,568
the+last+samurai+2003,567
the+frighteners+1996,567
miss+congeniality+2000,566
evil+dead+ii+1987,565
the+jungle+book+1967,564
matilda+1996,561
sliding+doors+1998,560
star+trek+v+the+final+frontier+1989,559
tootsie+1982,558
fast+times+at+ridgemont+high+1982,558
the+quick+and+the+dead+1995,558
carrie+1976,557
a+walk+in+the+clouds+1995,556
a.i.+artificial+intelligence+2001,555
trading+places+1983,555
the+generals+daughter+1999,552
shanghai+noon+2000,552
american+pie+2+2001,551
labyrinth+1986,551
michael+1996,549
american+graffiti+1973,549
a+streetcar+named+desire+1951,549
remember+the+titans+2000,549
adaptation.+2002,548
a+room+with+a+view+1985,548
caddyshack+1980,546
the+thing+1982,546
hamlet+1996,546
the+italian+job+2003,545
peter+pan+1953,544
black+hawk+down+2001,541
rush+hour+1998,541
rosemarys+baby+1968,541
out+of+sight+1998,540
love+actually+2003,539
the+island+of+dr.+moreau+1996,539
welcome+to+the+dollhouse+1995,536
u-571+2000,536
to+wong+foo_+thanks+for+everything+julie+newmar+1995,536
richard+iii+1995,536
black+sheep+1996,535
the+bone+collector+1999,535
the+negotiator+1998,535
mad+max+1979,535
roger++me+1989,534
what+women+want+2000,533
man+on+the+moon+1999,533
waking+ned+1998,530
mulan+1998,530
the+killing+fields+1984,529
milk+money+1994,529
the+cider+house+rules+1999,529
the+right+stuff+1983,528
airheads+1994,528
one+hundred+and+one+dalmatians+1961,527
pi+1998,526
superman+ii+1980,526
scream+2+1997,526
stripes+1981,526
dangerous+liaisons+1988,525
mission+to+mars+2000,524
mulholland+drive+2001,522
circle+of+friends+1995,521
when+a+man+loves+a+woman+1994,521
an+american+werewolf+in+london+1981,521
shes+all+that+1999,520
i+know+what+you+did+last+summer+1997,520
mallrats+1995,519
poltergeist+1982,519
legally+blonde+2001,519
crash+2004,518
the+boondock+saints+1999,518
a+nightmare+on+elm+street+1984,516
pretty+in+pink+1986,516
chariots+of+fire+1981,516
batman++robin+1997,515
white+squall+1996,514
scary+movie+2000,514
road+trip+2000,514
godzilla+1998,510
the+rocketeer+1991,508
alice+in+wonderland+1951,508
the+prince+of+egypt+1998,507
the+player+1992,506
four+rooms+1995,506
wild+things+1998,506
young+guns+1988,505
the+dirty+dozen+1967,505
the+producers+1967,504
the+lives+of+others+2006,503
pearl+harbor+2001,502
mulholland+falls+1996,502
sunset+boulevard+1950,502
what+lies+beneath+2000,501
chicago+2002,501
children+of+men+2006,499
delicatessen+1991,498
the+arrival+1996,498
smoke+1995,498
men+in+black+ii+2002,498
i_+robot+2004,497
20_000+leagues+under+the+sea+1954,497
bull+durham+1988,497
my+neighbor+totoro+1988,495
misery+1990,494
the+crow+city+of+angels+1996,493
the+butterfly+effect+2004,492
arsenic+and+old+lace+1944,492
me_+myself++irene+2000,490
king+kong+1933,489
lost+in+space+1998,489
bill++teds+excellent+adventure+1989,488
the+addams+family+1991,487
the+others+2001,486
the+red+violin+1998,485
ever+after+a+cinderella+story+1998,484
the+poseidon+adventure+1972,483
bed+of+roses+1996,479
sleeper+1973,479
the+third+man+1949,477
the+man+without+a+face+1993,477
gran+torino+2008,477
crumb+1994,476
jfk+1991,476
million+dollar+baby+2004,476
the+last+emperor+1987,476
three+colors+white+1994,475
planet+of+the+apes+2001,475
billy+elliot+2000,475
the+avengers+2012,470
blood+diamond+2006,470
toy+story+3+2010,470
chain+reaction+1996,469
dracula+dead+and+loving+it+1995,469
serenity+2005,468
excalibur+1981,468
drop+zone+1994,467
fear+and+loathing+in+las+vegas+1998,467
bambi+1942,466
the+ring+2002,466
signs+2002,466
dantes+peak+1997,465
hook+1991,464
the+kings+speech+2010,463
austin+powers+in+goldmember+2002,463
the+fisher+king+1991,462
serial+mom+1994,462
the+whole+nine+yards+2000,460
hollow+man+2000,459
from+russia+with+love+1963,459
ghostbusters+ii+1989,459
l.a.+story+1991,459
the+muppet+movie+1979,458
the+jerk+1979,457
hot+fuzz+2007,456
the+day+the+earth+stood+still+1951,456
scream+3+2000,455
howls+moving+castle+2004,455
vanilla+sky+2001,454
the+meaning+of+life+1983,454
planes_+trains+and+automobiles+1987,454
three+amigos+1986,454
out+of+africa+1985,452
cool+runnings+1993,451
repo+man+1984,451
american+psycho+2000,450
fletch+1985,450
rebel+without+a+cause+1955,446
the+elephant+man+1980,445
shadowlands+1993,445
robocop+3+1993,444
mystic+river+2003,443
the+mummy+returns+2001,443
scent+of+a+woman+1992,442
event+horizon+1997,441
blow+2001,440
sister+act+1992,439
the+big+chill+1983,438
the+faculty+1998,437
fahrenheit+911+2004,436
bend+it+like+beckham+2002,435
robin+hood+prince+of+thieves+1991,435
the+phantom+1996,434
the+haunting+1999,434
private+parts+1997,433
doctor+zhivago+1965,431
dr.+no+1962,431
pitch+black+2000,431
barb+wire+1996,431
roman+holiday+1953,430
wyatt+earp+1994,430
how+to+train+your+dragon+2010,430
city+slickers+1991,429
28+days+2000,427
midnight+cowboy+1969,426
bruce+almighty+2003,426
the+naked+gun+from+the+files+of+police+squad+1988,423
murder+in+the+first+1995,423
ghost+in+the+shell+1995,423
the+running+man+1987,423
stranger+than+fiction+2006,423
borat+cultural+learnings+of+america+for+make+benefit+glorious+nation+of+kazakhstan+2006,423
oldboy+2003,420
final+fantasy+the+spirits+within+2001,420
super+size+me+2004,419
superbad+2007,418
the+dark+knight+rises+2012,418
school+of+rock+2003,418
the+lawnmower+man+1992,417
a+river+runs+through+it+1992,416
beautiful+girls+1996,416
my+left+foot+the+story+of+christy+brown+1989,416
rounders+1998,416
the+karate+kid+1984,416
diabolique+1996,414
road+to+perdition+2002,414
thank+you+for+smoking+2005,414
pink+floyd+the+wall+1982,414
dog+day+afternoon+1975,414
awakenings+1990,414
wonder+boys+2000,413
shutter+island+2010,412
a+little+princess+1995,411
enemy+at+the+gates+2001,411
big+night+1996,411
mickey+blue+eyes+1999,411
the+color+purple+1985,411
django+unchained+2012,409
bound+1996,407
end+of+days+1999,407
gosford+park+2001,407
stigmata+1999,406
flight+of+the+navigator+1986,406
being+there+1979,405
a+simple+plan+1998,403
waiting+for+guffman+1996,403
whats+love+got+to+do+with+it+1993,403
the+grifters+1990,402
the+ghost+and+the+darkness+1996,401
immortal+beloved+1994,401
patch+adams+1998,401
kalifornia+1993,398
short+cuts+1993,397
grumpy+old+men+1993,397
sherlock+holmes+2009,395
the+karate+kid_+part+ii+1986,395
do+the+right+thing+1989,394
lara+croft+tomb+raider+2001,394
under+siege+1992,393
benny++joon+1993,392
sliver+1993,392
halloween+1978,392
the+social+network+2010,392
desperately+seeking+susan+1985,392
50+first+dates+2004,390
rihie+rih+1994,390
national+lampoons+christmas+vacation+1989,389
hero+2002,388
boys+on+the+side+1995,388
dial+m+for+murder+1954,387
mr.+smith+goes+to+washington+1939,386
the+return+of+the+pink+panther+1975,385
a+fistful+of+dollars+1964,384
harry+potter+and+the+order+of+the+phoenix+2007,384
sleeping+beauty+1959,383
the+big+sleep+1946,382
kids+1995,382
black+swan+2010,382
charlottes+web+1973,381
the+illusionist+2006,381
terminator+3+rise+of+the+machines+2003,380
the+lord+of+the+rings+1978,379
super+mario+bros.+1993,379
shall+we+dance+1996,377
dick+tracy+1990,377
sideways+2004,376
titan+a.e.+2000,375
wolf+1994,374
zoolander+2001,373
stuart+little+1999,371
hannibal+2001,371
sabrina+1954,370
babe+pig+in+the+city+1998,369
training+day+2001,369
charlie+and+the+chocolate+factory+2005,369
the+beverly+hillbillies+1993,368
zombieland+2009,368
finding+forrester+2000,367
on+the+waterfront+1954,366
national+lampoons+vacation+1983,365
homeward+bound+ii+lost+in+san+francisco+1996,365
equilibrium+2002,365
the+chronicles+of+narnia+the+lion_+the+witch+and+the+wardrobe+2005,364
how+the+grinch+stole+christmas+2000,363
the+family+man+2000,363
screamers+1995,363
virtuosity+1995,363
walk+the+line+2005,361
pee-wees+big+adventure+1985,360
broadcast+news+1987,359
conan+the+barbarian+1982,359
six+days+seven+nights+1998,359
amores+perros+2000,358
the+secret+of+roan+inish+1994,358
the+bodyguard+1992,358
before+sunrise+1995,358
city+of+angels+1998,358
farewell+my+concubine+1993,357
and+now+for+something+completely+different+1971,356
the+sword+in+the+stone+1963,355
free+willy+2+-+the+adventure+home+1995,355
the+ice+storm+1997,354
boiler+room+2000,354
hercules+1997,354
lucky+number+slevin+2006,354
finding+neverland+2004,353
21+grams+2003,351
collateral+2004,351
wedding+crashers+2005,351
pay+it+forward+2000,350
glengarry+glen+ross+1992,349
the+brothers+mcmullen+1995,348
jay+and+silent+bob+strike+back+2001,348
cold+comfort+farm+1995,348
nobodys+fool+1994,348
the+virgin+suicides+1999,348
sphere+1998,347
the+man+in+the+iron+mask+1998,346
the+commitments+1991,345
meet+joe+black+1998,344
kick-ass+2010,343
metropolis+1927,343
harry+potter+and+the+deathly+hallows+part+2+2011,342
six+degrees+of+separation+1993,342
it+could+happen+to+you+1994,342
tarzan+1999,342
strangers+on+a+train+1951,341
jurassic+park+iii+2001,340
speed+2+cruise+control+1997,340
once+were+warriors+1994,339
amistad+1997,339
seven+years+in+tibet+1997,338
the+beach+2000,338
the+omen+1976,338
volcano+1997,338
into+the+wild+2007,336
father+of+the+bride+1950,335
a+bronx+tale+1993,335
all+about+eve+1950,335
anaconda+1997,334
the+waterboy+1998,334
i+am+legend+2007,334
white+men+cant+jump+1992,333
the+fast+and+the+furious+2001,333
duck+soup+1933,332
the+paper+1994,332
terms+of+endearment+1983,332
moon+2009,331
master+and+commander+the+far+side+of+the+world+2003,330
the+war+of+the+worlds+1953,329
money+train+1995,328
the+treasure+of+the+sierra+madre+1948,328
the+jewel+of+the+nile+1985,327
millers+crossing+1990,327
notorious+1946,327
what+about+bob+1991,326
double+indemnity+1944,326
major+payne+1995,326
taken+2008,326
gods+and+monsters+1998,325
falling+down+1993,324
the+age+of+innocence+1993,323
the+6th+day+2000,322
timecop+1994,322
days+of+thunder+1990,322
harry+potter+and+the+deathly+hallows+part+1+2010,322
an+american+tail+1986,320
othello+1995,320
inspector+gadget+1999,320
all+about+my+mother+1999,319
fantasia+2000+1999,319
panic+room+2002,319
mr.++mrs.+smith+2005,318
existenz+1999,317
rambo+first+blood+part+ii+1985,317
predator+2+1990,317
the+next+karate+kid+1994,317
les+miserables+1995,317
the+apartment+1960,316
the+substitute+1996,316
weekend+at+bernies+1989,316
k-pax+2001,315
cyrano+de+bergerac+1990,313
inside+man+2006,313
scrooged+1988,312
prt--porter+1994,312
harry+potter+and+the+half-blood+prince+2009,312
spawn+1997,312
the+curious+case+of+benjamin+button+2008,312
assassins+1995,311
home+alone+2+lost+in+new+york+1992,311
jane+eyre+1996,311
high+noon+1952,310
space+cowboys+2000,310
americas+sweethearts+2001,310
a+midsummer+nights+dream+1999,310
13+going+on+30+2004,309
a+perfect+murder+1998,309
stir+of+echoes+1999,308
